time,bestSatId,maxElev_deg,dist_km
4940.0,35,19.75686605980171,1402.3851232551247
4950.0,35,19.689549870805912,1405.1695802077552
4960.0,35,19.543317129963672,1411.25304125055
4970.0,35,19.321007107591722,1420.593252551806
4980.0,34,19.375390967070715,1418.2980504578898
4990.0,34,19.721391443107134,1403.8512388408603
5000.0,34,19.995356421576425,1392.6006036993729
5010.0,34,20.192007088413757,1384.6260088500803
5020.0,34,20.307387146529223,1379.9859722182794
5030.0,34,20.339105577313376,1378.7154110941942
5040.0,34,20.28648433819943,1380.8244638225567
5050.0,34,20.150596309316363,1386.2983412589365
5060.0,34,19.934208754000682,1395.0974107438058
5070.0,33,19.838022014973816,1399.0415175113799
5080.0,33,20.215983453137707,1383.6594379433038
5090.0,33,20.52010978288197,1371.505859483738
5100.0,33,20.744369945368934,1362.669399279816
5110.0,33,20.884111282309323,1357.2163767703416
5120.0,33,20.936330193181757,1355.1890690103812
5130.0,33,20.899874725806644,1356.6037947332436
5140.0,33,20.775515733339947,1361.450502738065
5150.0,33,20.565901137931437,1369.6929603792673
5160.0,32,20.306031032935312,1380.0403427317603
5170.0,32,20.717961411609277,1363.7044883121578
5180.0,32,21.054342326412414,1350.628155400639
5190.0,32,21.30832321184252,1340.908891539532
5200.0,32,21.474455320445216,1334.6219701545576
5210.0,32,21.54904274767927,1331.81734397291
5220.0,32,21.530379206577212,1332.5180873126449
5230.0,32,21.418867311162916,1336.7194129152385
5240.0,32,21.21699242978963,1344.3888136976814
5250.0,32,20.929154238400272,1355.4673290042965
5260.0,31,21.227157405402714,1344.0006680885047
5270.0,31,21.5980290495519,1329.9813947745095
5280.0,31,21.883996345268635,1319.358276742353
5290.0,31,22.078728906202148,1312.215837480227
5300.0,31,22.177738674513645,1308.612438759456
5310.0,31,22.17866765702794,1308.578718204651
5320.0,31,22.081478058142334,1312.1155291120126
5330.0,31,21.88843359618091,1319.194705832749
5340.0,31,21.60395888573855,1329.7594748569115
5350.0,30,21.74334738129293,1324.5629980959802
5360.0,30,22.151093446139594,1309.5803219935258
5370.0,30,22.471489383070736,1298.0317545974285
5380.0,30,22.697222288166383,1290.011654651963
5390.0,30,22.822900436906323,1285.5875532163764
5400.0,30,22.845421770503478,1284.79784682101
5410.0,30,22.76420244625841,1287.6501893145298
5420.0,30,22.581228771756923,1294.1208931777512
5430.0,30,22.30090380510307,1304.1561434996966
5440.0,29,22.26624748860759,1305.4071313643037
5450.0,29,22.713397633722007,1289.4406108860235
5460.0,29,23.070848469677813,1276.9445974832984
5470.0,29,23.330192929989686,1268.023971886368
5480.0,29,23.485012123344735,1262.7562046369837
5490.0,29,23.53133325751854,1261.1883967504457
5500.0,29,23.467931887326703,1263.3352706696273
5510.0,29,23.296427213241397,1269.1785467768343
5520.0,29,23.021158110481352,1278.667691049526
5530.0,28,22.795500188518712,1286.5496000681
5540.0,28,23.284746400355548,1269.5784329953735
5550.0,28,23.68206863365572,1256.11275239481
5560.0,28,23.97785457438876,1246.2683332490333
5570.0,28,24.16452376813435,1240.1333007199796
5580.0,28,24.23709613192869,1237.7642128418715
5590.0,28,24.193574940132983,1239.1838652792499
5600.0,28,24.035125873445224,1244.379714238568
5610.0,28,23.76596260480566,1253.3051069083435
5620.0,28,23.393022299985446,1265.8810329585526
5630.0,27,23.86485861349643,1250.0111573577572
5640.0,27,24.305077729254116,1235.5530922320172
5650.0,27,24.6403738465806,1224.7610953174121
5660.0,27,24.86186108017451,1217.7345334093532
5670.0,27,24.9633967810147,1214.5402295360457
5680.0,27,24.94207315142727,1215.209676587737
5690.0,27,24.798477323736098,1219.7371145528746
5700.0,27,24.53662687398012,1228.0802810372375
5710.0,27,24.163650141074886,1240.161874404276
5720.0,26,24.453375214194615,1230.7567217967705
5730.0,26,24.939718570407308,1215.2836430581372
5740.0,26,25.31784993282165,1203.5197625327703
5750.0,26,25.57741052085739,1195.5766020020494
5760.0,26,25.710915244763385,1191.5322306667845
5770.0,26,25.714376146304485,1191.427755761214
5780.0,26,25.587674695316895,1195.2646732296325
5790.0,26,25.334536243259215,1203.0059178748031
5800.0,26,24.962233786002766,1214.5767222627442
5810.0,25,25.049830696480672,1211.8342242250174
5820.0,25,25.585747387970663,1195.3232316215908
5830.0,25,26.01030913245026,1182.5627691372233
5840.0,25,26.31150265310732,1173.6773983749895
5850.0,25,26.480302795430806,1168.7573108667402
